date,interest_income,interest_expense,average_earning_assets,net_income,total_assets,shareholder_equity,operating_expenses,operating_income,market_share,stock_price,net_interest_income,net_interest_margin,return_on_assets,return_on_equity,cost_to_income_ratio
2022-09-02,2024538.0,696489.0,54148887.0,1094071.0,94064147.0,23437172.0,1122225.0,3842000.0,20.0,104.0,1328049.0,2.45,1.16,4.67,29.21
2022-09-06,2894498.0,523289.0,59595702.0,1793072.0,84495511.0,29447933.0,902041.0,3871522.0,10.0,52.0,2371209.0,3.98,2.12,6.09,23.3
2022-09-07,,872370.0,59057014.0,,98202161.0,26919875.0,733866.0,4855227.0,27.0,170.0,,,,,15.11
2022-09-08,2491234.0,862937.0,53668866.0,1841052.0,82363999.0,25923361.0,805400.0,3843601.0,15.0,178.0,1628297.0,3.03,2.24,7.1,20.95
2022-09-09,2899684.0,771967.0,54612338.0,1146389.0,89109096.0,21963571.0,1039119.0,4542247.0,11.0,151.0,2127717.0,3.9,1.29,5.22,22.88
2022-09-12,2139182.0,691232.0,51033255.0,1639896.0,84790691.0,25542511.0,1135071.0,3599253.0,24.0,87.0,1447950.1,2.84,1.93,6.42,31.54
2022-09-13,2472525.0,804119.0,57082212.0,1269708.0,89852415.0,28985826.0,1043701.0,3177912.0,23.0,134.0,1668406.1,2.92,1.41,4.38,32.84
2022-09-14,2158338.0,509540.0,58202787.0,1682705.0,99869411.0,23815144.0,837488.0,3175767.0,14.0,182.0,1648798.1,2.83,1.68,7.07,26.37
2022-09-15,,516364.0,54989847.0,,97066318.0,23436252.0,1296804.0,3236281.0,15.0,141.0,,,,,40.07
2022-09-16,2214020.0,897827.0,58929285.0,1254444.0,89725345.0,20817052.0,886987.0,3084754.0,15.0,70.0,1316193.0,2.23,1.4,6.03,28.75
2022-09-19,2623094.0,527663.0,57643603.0,1603561.0,96722851.0,27596585.0,1111274.0,3602276.0,27.0,158.0,2095431.0,3.64,1.66,5.81,30.85
2022-09-20,2924414.0,551991.0,53094235.0,1861291.0,94561193.0,26269324.0,1133934.0,4500134.0,23.0,96.0,2372423.0,4.47,1.97,7.09,25.2
2022-09-21,2897421.0,688751.0,59560067.0,1211837.0,91186361.0,21428080.0,994746.0,3507732.0,19.0,133.0,2208670.0,3.71,1.33,5.66,28.36
2022-09-22,,866326.0,55986126.0,,84443778.0,29490536.0,1167874.0,3150023.0,23.0,132.0,,,,,37.08
2022-09-23,2645914.0,662049.0,52859653.0,1991542.0,80260116.0,22521279.0,1171328.0,4705243.0,22.0,84.0,1983865.0,3.75,2.48,8.84,24.89
2022-09-26,2119176.0,594704.0,50387952.0,1123618.0,86086368.0,27503888.0,889139.0,3080388.0,12.0,118.0,1524472.0,3.03,1.31,4.09,28.86
2022-09-27,2917710.0,549115.0,51030117.0,1969897.0,91006745.0,26119848.0,858588.0,4925776.0,15.0,178.0,2368595.0,4.64,2.16,7.54,17.43
2022-09-28,2218126.0,853151.0,52896818.0,1459297.0,91950831.0,22726016.0,1353583.0,4870436.0,17.0,189.0,1364975.0,2.58,1.59,6.42,27.79
2022-09-29,2218969.0,719295.0,52357821.0,1125341.0,81257949.0,21244289.0,1312257.0,3239779.0,21.0,76.0,1499673.9,2.86,1.38,5.3,40.5
2022-09-30,2122409.0,691962.0,58913742.0,1815862.0,93607851.0,20442939.0,1356449.0,3878453.0,22.0,105.0,1430447.0,2.43,1.94,8.88,34.97
2022-10-03,2547707.0,697459.0,55584263.0,1730892.0,91360589.0,29440815.0,905735.0,3904850.0,20.0,72.0,1850248.0,3.33,1.89,5.88,23.2
2022-10-04,2968140.0,649143.0,50244761.0,1552076.0,85538166.0,23282972.0,1365847.0,3206846.0,21.0,70.0,2318997.0,4.62,1.81,6.67,42.59
2022-10-05,2253618.0,690347.0,58386180.0,1750865.0,92122948.0,28692832.0,962299.0,3694335.0,10.0,110.0,1563271.0,2.68,1.9,6.1,26.05
2022-10-06,2769598.0,965585.0,50064323.0,1441759.0,80388076.0,24414473.0,823950.0,4035354.0,26.0,112.0,1804013.0,3.6,1.79,5.91,20.42
2022-10-07,2050015.0,511938.0,51237715.0,1931423.0,95648245.0,22711793.0,1029638.0,4180788.0,25.0,171.0,1538077.0,3.0,2.02,8.5,24.63
2022-10-11,,928411.0,58040979.0,,95300411.0,22319124.0,1300517.0,4990922.0,20.0,101.0,,,,,26.06
2022-10-12,2122096.0,853824.0,50954480.0,1882554.0,85540070.0,23923227.0,804648.0,4861429.0,22.0,137.0,1268272.0,2.49,2.2,7.87,16.55
2022-10-13,2631347.0,504000.0,56681134.0,1564262.0,86491878.0,22073290.0,738547.0,3788140.0,27.0,104.0,2127347.0,3.75,1.81,7.09,19.5
2022-10-14,2185340.0,701660.0,50854016.0,1893741.0,95830160.0,22518970.0,1253083.0,4969710.0,20.0,95.0,1483680.0,2.92,1.98,8.41,25.21
2022-10-17,,863186.0,55347417.0,,81960826.0,23889877.0,886368.0,4461387.0,21.0,81.0,,,,,19.87
2022-10-18,2874371.0,855754.0,59253517.0,1831516.0,82844664.0,21727408.0,1245735.0,4648885.0,15.0,104.0,2018617.0,3.41,2.21,8.43,26.8
2022-10-19,2411357.0,751492.0,55809701.0,1422845.0,82613275.0,22801742.0,1391958.0,4207956.0,18.0,145.0,1659865.0,2.97,1.72,6.24,33.08
2022-10-20,2735716.0,865835.0,59439101.0,1706544.0,81378369.0,21055675.0,1446111.0,4093365.0,25.0,182.0,1869881.0,3.15,2.1,8.1,35.33
2022-10-21,2105878.0,999522.0,58671370.0,1324060.0,82090212.0,26016854.0,956190.0,3026086.0,13.0,85.0,1106356.0,1.89,1.61,5.09,31.6
2022-10-24,,991072.0,59993726.0,,85230852.0,27436754.0,906402.0,4327579.0,12.0,159.0,,,,,20.94
2022-10-25,2973548.0,538304.0,52883427.0,1193259.0,90630592.0,20965188.0,952419.0,3531972.0,25.0,155.0,2435244.0,4.6,1.32,5.69,26.97
2022-10-26,2198286.0,831593.0,51416012.0,1275128.0,80152999.0,22161088.0,1454105.0,4139664.0,21.0,107.0,1366693.0,2.66,1.59,5.75,35.13
2022-10-27,2773290.0,582986.0,55752810.0,1819471.0,84600108.0,28018006.0,1279365.0,3394423.0,20.0,88.0,2190304.0,3.93,2.15,6.49,37.69
2022-10-28,2774684.0,982859.0,50571650.0,1609719.0,91393942.0,22320484.0,812782.0,4618963.0,14.0,129.0,1791825.0,3.54,1.76,7.21,17.6
2022-10-31,2164899.0,1955508.0,54476576.0,3740246.0,82854190.0,24105223.0,1327220.0,3590381.0,27.0,146.0,209391.0,0.38,4.51,15.52,36.97
2022-11-01,2973324.0,608940.0,58774533.0,1845038.0,81284382.0,20487510.0,1143316.0,4209337.0,28.0,162.0,2364384.0,4.02,2.27,9.01,27.16
2022-11-02,2324767.0,979243.0,52863793.0,1403832.0,87196042.0,26354986.0,1072013.0,3835083.0,15.0,110.0,1345524.0,2.55,1.61,5.33,27.95
2022-11-03,2999238.0,800638.0,54909047.0,1889097.0,83853321.0,27609964.0,1010925.0,4586757.0,27.0,186.0,2198600.0,4.0,2.25,6.84,22.04
2022-11-04,2861882.0,765517.0,56881289.0,1629661.0,93676226.0,25795250.0,886339.0,4539600.0,15.0,55.0,2096365.0,3.69,1.74,6.32,19.52
2022-11-07,2879858.0,643233.0,57422212.0,1181144.0,99432053.0,24055447.0,1175595.0,4639282.0,13.0,158.0,2236625.0,3.9,1.19,4.91,25.34
2022-11-08,2379989.0,597532.0,53757974.0,1811006.0,91872847.0,21673879.0,1117168.0,4173650.0,21.0,84.0,1782457.0,3.32,1.97,8.36,26.77
2022-11-09,2415515.0,854802.0,58791689.0,1920934.0,97819593.0,21780752.0,798696.0,3889497.0,28.0,88.0,1560713.0,2.65,1.96,8.82,20.53
2022-11-10,2043585.0,885777.0,57211179.0,1250195.0,94882396.0,23293331.0,1203650.0,3130351.0,11.0,199.0,1157808.0,2.02,1.32,5.37,38.45
2022-11-14,2371369.0,600386.0,58767500.0,1143748.0,84577033.0,23764455.0,750939.0,4763947.0,26.0,167.0,1770983.0,3.01,1.35,4.81,15.76
2022-11-15,2064044.0,527350.0,54199591.0,1404032.0,83257181.0,27253817.0,1411886.0,3038635.0,20.0,54.0,1536694.1,2.84,1.69,5.15,46.46
2022-11-16,2960061.0,593008.0,55500545.0,1032733.0,85154048.0,24335518.0,841521.0,3973619.0,20.0,136.0,2367053.0,4.26,1.21,4.24,21.18
2022-11-17,2442296.0,856441.0,58291923.0,1741040.0,97700996.0,28791690.0,1274578.0,4143647.0,25.0,125.0,1585855.0,2.72,1.78,6.05,30.76
2022-11-18,2109556.0,525351.0,53154240.0,1526338.0,88361735.0,28589747.0,1035098.0,3995909.0,11.0,106.0,1584205.0,2.98,1.73,5.34,25.9
2022-11-21,2526981.0,588668.0,59045310.0,1109996.0,94048203.0,25222798.0,1292278.0,4514494.0,11.0,176.0,1938313.0,3.28,1.18,4.4,28.63
2022-11-22,2881691.0,614585.0,57796324.0,1558221.0,95686144.0,23904722.0,1283098.0,3864950.0,17.0,78.0,2267106.0,3.92,1.63,6.52,33.2
2022-11-23,2767595.0,2725563.0,58112074.0,3098478.0,90856760.0,25215622.0,1342650.0,4416953.0,22.0,136.0,42032.0,0.07,3.41,12.29,30.4
2022-11-25,2200235.0,837497.0,52190222.0,1556701.0,92796479.0,26879771.0,1176513.0,3890083.0,19.0,190.0,1362737.9,2.61,1.68,5.79,30.24
2022-11-28,2025939.0,707869.0,52719269.0,1165873.0,95275987.0,29596394.0,846295.0,3597093.0,17.0,95.0,1318070.0,2.5,1.22,3.94,23.53
2022-11-29,,565953.0,57235574.0,,98720027.0,28481209.0,1165453.0,3421280.0,13.0,165.0,,,,,34.06
2022-11-30,2960445.0,819602.0,55672354.0,1950417.0,97075306.0,23175684.0,1357957.0,3909245.0,24.0,161.0,2140843.0,3.85,2.01,8.42,34.74
2022-12-01,2152906.0,782502.0,55205597.0,1899005.0,88705956.0,20629085.0,1421037.0,3341207.0,10.0,94.0,1370404.0,2.48,2.14,9.21,42.53
2022-12-02,2542335.0,503267.0,55284958.0,1433816.0,89714891.0,29906695.0,964803.0,4313174.0,20.0,194.0,2039068.0,3.69,1.6,4.79,22.37
2022-12-05,2288249.0,582745.0,50786667.0,1713135.0,82320688.0,26071845.0,786516.0,4331598.0,16.0,153.0,1705504.0,3.36,2.08,6.57,18.16
2022-12-06,,851732.0,59742257.0,,81805808.0,22518638.0,774567.0,4230746.0,26.0,134.0,,,,,18.31
2022-12-07,2408923.0,800657.0,51712503.0,1785332.0,89709175.0,20603103.0,826498.0,3193226.0,29.0,183.0,1608265.9,3.11,1.99,8.67,25.88
2022-12-08,2415192.0,657164.0,53609736.0,1745453.0,84220459.0,21989968.0,1402098.0,4192639.0,27.0,157.0,1758028.0,3.28,2.07,7.94,33.44
2022-12-09,2568550.0,511338.0,58060833.0,1767950.0,84536119.0,25303943.0,1164894.0,3592632.0,21.0,67.0,2057212.0,3.54,2.09,6.99,32.42
2022-12-12,2387261.0,631484.0,56638155.0,1166472.0,84654798.0,25497191.0,1236397.0,4939954.0,18.0,143.0,1755777.0,3.1,1.38,4.57,25.03
2022-12-13,2810208.0,507543.0,51384418.0,1397710.0,94829445.0,21257008.0,984154.0,3560881.0,14.0,199.0,2302665.0,4.48,1.47,6.58,27.64
2022-12-14,2685440.0,868035.0,50386594.0,1211760.0,91666027.0,26473507.0,1495219.0,3560592.0,19.0,82.0,1817405.0,3.61,1.32,4.58,41.99
2022-12-15,2652664.0,926712.0,52869760.0,1122744.0,83622138.0,27437693.0,1463760.0,4472178.0,13.0,175.0,1725952.0,3.26,1.34,4.09,32.73
2022-12-16,2984346.0,1682076.0,51092501.0,3751726.0,90929084.0,25137997.0,839544.0,4759156.0,14.0,171.0,1302270.0,2.55,4.13,14.92,17.64
2022-12-19,2454589.0,720156.0,55238331.0,1730051.0,92617619.0,27270518.0,946183.0,4162189.0,19.0,187.0,1734433.0,3.14,1.87,6.34,22.73
2022-12-20,2137848.0,723992.0,58525631.0,1501946.0,97715057.0,25511934.0,1378743.0,4773274.0,20.0,164.0,1413856.0,2.42,1.54,5.89,28.88
2022-12-21,2617075.0,806569.0,51135964.0,1043001.0,89955661.0,28173321.0,1023853.0,4536081.0,19.0,77.0,1810505.9,3.54,1.16,3.7,22.57
2022-12-22,2127948.0,538756.0,59872232.0,1591652.0,90305153.0,27899284.0,1163001.0,3414299.0,17.0,60.0,1589192.0,2.65,1.76,5.7,34.06
2022-12-23,2579304.0,518888.0,52155748.0,1911420.0,99621156.0,21003171.0,1468613.0,4591218.0,11.0,96.0,2060416.0,3.95,1.92,9.1,31.99
2022-12-27,2402690.0,666807.0,53925282.0,1831460.0,81207068.0,27214938.0,734518.0,3284334.0,17.0,176.0,1735883.0,3.22,2.26,6.73,22.36
2022-12-28,,2428317.0,50873172.0,,81386980.0,22900737.0,753909.0,4579006.0,25.0,196.0,,,,,16.46
2022-12-29,2451269.0,614352.0,58910852.0,1753019.0,97985268.0,21370485.0,1424984.0,3421614.0,14.0,167.0,1836917.0,3.12,1.79,8.2,41.65
2022-12-30,2021959.0,845186.0,55655378.0,1430789.0,91244602.0,27045900.0,1215693.0,4231619.0,12.0,192.0,1176773.0,2.11,1.57,5.29,28.73
2023-01-03,2660890.0,585999.0,54873594.0,1656166.0,95702852.0,21681076.0,1239570.0,4876870.0,21.0,175.0,2074891.0,3.78,1.73,7.64,25.42
2023-01-04,,517955.0,54063309.0,,87500960.0,28501598.0,1178082.0,4757346.0,22.0,121.0,,,,,24.76
2023-01-05,2905533.0,799985.0,56941245.0,1711998.0,90781901.0,25312399.0,939017.0,4199151.0,22.0,156.0,2105548.0,3.7,1.89,6.76,22.36
2023-01-06,2790180.0,570640.0,59451244.0,1652589.0,83040267.0,20981883.0,1114994.0,3125438.0,19.0,186.0,2219540.0,3.73,1.99,7.88,35.67
2023-01-09,2228576.0,696582.0,57817304.0,1912727.0,89685684.0,21668321.0,1152891.0,4621320.0,13.0,82.0,1531993.9,2.65,2.13,8.83,24.95
2023-01-10,2537833.0,928127.0,50829735.0,1499722.0,94321905.0,23293705.0,1491507.0,4673031.0,18.0,68.0,1609705.9,3.17,1.59,6.44,31.92
2023-01-11,,952247.0,57021862.0,,97958103.0,26154512.0,1169164.0,4917043.0,11.0,123.0,,,,,23.78
2023-01-12,,719798.0,58351245.0,,87536765.0,29888679.0,1403814.0,4022892.0,28.0,147.0,,,,,34.9
2023-01-13,2165838.0,900573.0,55282591.0,1735457.0,92103896.0,23759505.0,728365.0,3794448.0,10.0,190.0,1265265.0,2.29,1.88,7.3,19.2
2023-01-17,2335674.0,925695.0,57483058.0,1179352.0,98673436.0,28415414.0,1165982.0,3264528.0,16.0,178.0,1409979.0,2.45,1.2,4.15,35.72
2023-01-18,2879989.0,561476.0,52562469.0,1810694.0,83138744.0,25418952.0,1141416.0,4241968.0,26.0,142.0,2318513.0,4.41,2.18,7.12,26.91
2023-01-19,2061087.0,806955.0,53086176.0,1866867.0,88535078.0,24609688.0,973146.0,3408288.0,12.0,97.0,1254132.0,2.36,2.11,7.59,28.55
2023-01-20,2593128.0,667280.0,56509590.0,1193283.0,86935774.0,24264423.0,976091.0,3102239.0,29.0,113.0,1925848.0,3.41,1.37,4.92,31.46
2023-01-23,2118451.0,651222.0,55345854.0,1972346.0,98144439.0,28181883.0,910294.0,3635719.0,29.0,110.0,1467229.0,2.65,2.01,7.0,25.04
2023-01-24,2447600.0,571180.0,57490200.0,1915015.0,99205297.0,28306681.0,816219.0,4915026.0,12.0,88.0,1876420.0,3.26,1.93,6.77,16.61
2023-01-25,2837437.0,674358.0,54883680.0,1450195.0,92033451.0,27170837.0,1040754.0,4613374.0,12.0,177.0,2163079.0,3.94,1.58,5.34,22.56
2023-01-26,2439792.0,612856.0,53681262.0,1769884.0,84273445.0,21519603.0,1280595.0,3704293.0,26.0,137.0,1826936.0,3.4,2.1,8.22,34.57
2023-01-27,2039353.0,830594.0,54633078.0,1998974.0,83184790.0,21750740.0,835565.0,3808258.0,16.0,75.0,1208759.0,2.21,2.4,9.19,21.94
2023-01-30,2193075.0,914568.0,52609089.0,1431413.0,93926188.0,20863403.0,1479383.0,3330170.0,23.0,66.0,1278507.0,2.43,1.52,6.86,44.42
2023-01-31,2214283.0,686141.0,52508749.0,1303988.0,92529971.0,29268511.0,1012229.0,3121668.0,26.0,120.0,1528142.1,2.91,1.41,4.46,32.43
2023-02-01,2314877.0,874032.0,50914228.0,1326898.0,86681935.0,20885421.0,1258516.0,3766988.0,27.0,62.0,1440845.0,2.83,1.53,6.35,33.41
2023-02-02,2065318.0,610448.0,50953959.0,1951661.0,89963441.0,24278384.0,1435036.0,4467310.0,22.0,118.0,1454870.1,2.86,2.17,8.04,32.12
2023-02-03,2765313.0,514397.0,57905477.0,1863561.0,86689142.0,25495671.0,1124871.0,3548333.0,29.0,75.0,2250916.0,3.89,2.15,7.31,31.7
2023-02-06,2482690.0,934771.0,53369538.0,1302186.0,84990961.0,20978836.0,1267760.0,3181948.0,29.0,98.0,1547919.0,2.9,1.53,6.21,39.84
2023-02-07,2416880.0,678031.0,50345266.0,1061665.0,83646804.0,23223522.0,837888.0,3485662.0,27.0,56.0,1738849.0,3.45,1.27,4.57,24.04
2023-02-08,2591460.0,893944.0,59927209.0,1246584.0,80647296.0,22217181.0,777175.0,3614390.0,13.0,107.0,1697516.0,2.83,1.55,5.61,21.5
2023-02-09,2740976.0,943733.0,54537358.0,1116953.0,98326518.0,28568438.0,1288595.0,3314063.0,10.0,98.0,1797243.0,3.3,1.14,3.91,38.88
2023-02-10,2781239.0,619180.0,59496563.0,1476072.0,83122951.0,21556518.0,1008877.0,4672305.0,27.0,152.0,2162059.0,3.63,1.78,6.85,21.59
2023-02-13,2093264.0,566234.0,56867100.0,1682736.0,80800101.0,22659083.0,795028.0,4206751.0,10.0,102.0,1527030.1,2.69,2.08,7.43,18.9
2023-02-14,2770746.0,539954.0,55275034.0,1186626.0,84100612.0,24113640.0,1209666.0,3249877.0,22.0,111.0,2230792.0,4.04,1.41,4.92,37.22
2023-02-15,2813168.0,678352.0,57553974.0,1145271.0,90348014.0,24500398.0,842312.0,3953692.0,29.0,66.0,2134816.0,3.71,1.27,4.67,21.3
2023-02-16,2225281.0,579459.0,59803005.0,1118533.0,89353526.0,29625105.0,1191450.0,4185493.0,29.0,74.0,1645822.1,2.75,1.25,3.78,28.47
2023-02-17,2637147.0,909995.0,56097091.0,1998916.0,88885366.0,24877708.0,792493.0,3217770.0,19.0,180.0,1727152.0,3.08,2.25,8.03,24.63
2023-02-21,2898613.0,695004.0,53177993.0,1968452.0,95292361.0,29935869.0,825149.0,3642613.0,20.0,78.0,2203609.0,4.14,2.07,6.58,22.65
2023-02-22,,966152.0,57705092.0,,88121757.0,27880317.0,1453704.0,4592201.0,18.0,166.0,,,,,31.66
2023-02-23,2352228.0,917682.0,57583354.0,1465966.0,88417233.0,29254791.0,902435.0,3677673.0,18.0,75.0,1434545.9,2.49,1.66,5.01,24.54
2023-02-24,,930155.0,53131209.0,,82833552.0,29011501.0,863834.0,3944447.0,14.0,173.0,,,,,21.9
2023-02-27,2269536.0,700968.0,59612128.0,1833032.0,91820569.0,28281447.0,970403.0,3340093.0,10.0,193.0,1568568.0,2.63,2.0,6.48,29.05
2023-02-28,2317824.0,928486.0,55813365.0,1076898.0,87376519.0,23895958.0,881211.0,4835284.0,26.0,74.0,1389337.9,2.49,1.23,4.51,18.22
2023-03-01,2257426.0,559163.0,54057893.0,1455699.0,81276647.0,27076042.0,976993.0,4361871.0,11.0,103.0,1698263.0,3.14,1.79,5.38,22.4
2023-03-02,2177789.0,975853.0,55691276.0,1149369.0,92431216.0,28839765.0,1043912.0,4983691.0,22.0,122.0,1201936.0,2.16,1.24,3.99,20.95
2023-03-03,2513153.0,551934.0,55397662.0,1554736.0,96040922.0,21265898.0,1068252.0,4022145.0,18.0,169.0,1961219.0,3.54,1.62,7.31,26.56
2023-03-06,2742452.0,2087901.0,59828366.0,2576632.0,85416775.0,22120539.0,1017013.0,4715880.0,13.0,105.0,654551.0,1.09,3.02,11.65,21.57
2023-03-07,,925523.0,51805468.0,,88704813.0,20880412.0,763095.0,4887895.0,14.0,114.0,,,,,15.61
2023-03-08,2125657.0,2448726.0,53427975.0,2015314.0,99822531.0,25947148.0,817886.0,3605730.0,20.0,142.0,-323069.0,-0.6,2.02,7.77,22.68
2023-03-09,2235167.0,954137.0,56356228.0,1477602.0,99921696.0,23231185.0,1179926.0,4098423.0,28.0,135.0,1281030.0,2.27,1.48,6.36,28.79
2023-03-10,2681669.0,505486.0,58514716.0,1780977.0,94497054.0,27319764.0,985711.0,4107229.0,12.0,129.0,2176183.0,3.72,1.88,6.52,24.0
2023-03-13,2480671.0,639407.0,55525633.0,1942929.0,91319247.0,28706483.0,735292.0,4790008.0,21.0,157.0,1841264.0,3.32,2.13,6.77,15.35
2023-03-14,2719094.0,849044.0,52080154.0,1944189.0,93913140.0,25923098.0,774813.0,4826525.0,28.0,167.0,1870049.9,3.59,2.07,7.5,16.05
2023-03-15,2070467.0,626020.0,52244702.0,1374999.0,92494127.0,21228337.0,1321424.0,3318766.0,28.0,132.0,1444447.0,2.76,1.49,6.48,39.82
2023-03-16,2183734.0,602795.0,53377778.0,1942082.0,92006468.0,20484814.0,1275919.0,4338530.0,22.0,196.0,1580939.0,2.96,2.11,9.48,29.41
2023-03-17,2622794.0,720184.0,55735193.0,1684191.0,86851803.0,28359922.0,709885.0,4126418.0,16.0,64.0,1902609.9,3.41,1.94,5.94,17.2
2023-03-20,2109751.0,990419.0,57726890.0,1007906.0,93045697.0,29614742.0,885378.0,4957233.0,24.0,180.0,1119332.0,1.94,1.08,3.4,17.86
2023-03-21,2381050.0,642202.0,55897498.0,1323557.0,94566079.0,23690583.0,1027231.0,3272647.0,16.0,188.0,1738848.0,3.11,1.4,5.59,31.39
2023-03-22,2930192.0,849652.0,58357956.0,1578316.0,85742533.0,21599908.0,1122381.0,3084761.0,17.0,79.0,2080540.0,3.57,1.84,7.31,36.38
2023-03-23,2811774.0,737027.0,58204298.0,1793719.0,82627144.0,22164412.0,1160244.0,4478768.0,14.0,106.0,2074747.0,3.56,2.17,8.09,25.91
2023-03-24,2692517.0,618324.0,58776957.0,1295804.0,82825896.0,25309792.0,1274100.0,4961447.0,23.0,195.0,2074193.0,3.53,1.56,5.12,25.68
2023-03-27,2461079.0,822710.0,59451337.0,1468974.0,84936792.0,22353847.0,1405860.0,3798022.0,13.0,177.0,1638369.0,2.76,1.73,6.57,37.02
2023-03-28,2368452.0,697775.0,55843493.0,1846936.0,95315631.0,22892478.0,1172367.0,4565213.0,19.0,97.0,1670677.0,2.99,1.94,8.07,25.68
2023-03-29,2969587.0,789336.0,53386501.0,1715080.0,90427148.0,21984117.0,1020787.0,3666246.0,29.0,185.0,2180251.0,4.08,1.9,7.8,27.84
2023-03-30,2106081.0,763206.0,57395350.0,1627267.0,84876872.0,25949852.0,744900.0,3930370.0,24.0,71.0,1342875.0,2.34,1.92,6.27,18.95
2023-03-31,2983237.0,584076.0,54588334.0,1034701.0,99517172.0,20029725.0,1136162.0,3328768.0,27.0,55.0,2399161.0,4.4,1.04,5.17,34.13
2023-04-03,2613333.0,589780.0,58464685.0,1083300.0,99397196.0,29574182.0,1101067.0,3688152.0,29.0,153.0,2023553.0,3.46,1.09,3.66,29.85
2023-04-04,2558986.0,652617.0,57168362.0,1765537.0,97498600.0,29184536.0,772692.0,3402980.0,22.0,85.0,1906369.0,3.33,1.81,6.05,22.71
2023-04-05,2110078.0,521689.0,54327819.0,1673034.0,95099203.0,20888036.0,1160796.0,4038336.0,17.0,128.0,1588389.0,2.92,1.76,8.01,28.74
2023-04-06,2867055.0,773318.0,57284953.0,1083560.0,88908385.0,22971783.0,1100584.0,3781198.0,18.0,165.0,2093737.0,3.65,1.22,4.72,29.11
2023-04-07,2022671.0,850605.0,51255564.0,1242615.0,96320131.0,22662761.0,1451496.0,4168932.0,25.0,106.0,1172066.0,2.29,1.29,5.48,34.82
2023-04-10,2418400.0,2664954.0,58514493.0,3882756.0,95165029.0,26524559.0,746403.0,4265804.0,28.0,98.0,-246554.0,-0.42,4.08,14.64,17.5
2023-04-11,2355528.0,865177.0,58930264.0,1043642.0,82887698.0,22513024.0,1315458.0,3042727.0,25.0,131.0,1490351.0,2.53,1.26,4.64,43.23
2023-04-12,2959611.0,509348.0,59059296.0,1517083.0,93565381.0,22398083.0,1495600.0,3340615.0,16.0,115.0,2450263.0,4.15,1.62,6.77,44.77
2023-04-13,2610490.0,916930.0,54424507.0,1491036.0,92619233.0,26536295.0,1012023.0,4580932.0,23.0,126.0,1693560.0,3.11,1.61,5.62,22.09
2023-04-14,2051663.0,538102.0,52792427.0,1327304.0,99209809.0,23909439.0,759871.0,3641211.0,23.0,94.0,1513561.0,2.87,1.34,5.55,20.87
2023-04-17,2015708.0,574460.0,53357679.0,1804034.0,92417420.0,25627745.0,1182604.0,4449087.0,13.0,128.0,1441248.0,2.7,1.95,7.04,26.58
2023-04-18,2878338.0,864778.0,55748035.0,1365464.0,84031464.0,23911146.0,1191862.0,3434376.0,24.0,69.0,2013560.0,3.61,1.62,5.71,34.7
2023-04-19,,589930.0,54390020.0,,87357804.0,21707017.0,732174.0,3011390.0,12.0,172.0,,,,,24.31
2023-04-20,,506801.0,52681719.0,,82887296.0,20689556.0,1455111.0,3631040.0,14.0,116.0,,,,,40.07
2023-04-21,2318394.0,603150.0,50890695.0,1094377.0,92977495.0,27288538.0,923563.0,3937635.0,10.0,132.0,1715244.0,3.37,1.18,4.01,23.45
2023-04-24,2112547.0,703339.0,50838761.0,1815624.0,82736582.0,22253722.0,837653.0,4405474.0,12.0,52.0,1409208.0,2.77,2.19,8.16,19.01
2023-04-25,2989586.0,679208.0,57367664.0,1832974.0,81100500.0,21649729.0,810155.0,4386689.0,24.0,113.0,2310378.0,4.03,2.26,8.47,18.47
2023-04-26,2910681.0,654697.0,58888923.0,1913447.0,98353806.0,21116271.0,1033997.0,4718974.0,17.0,89.0,2255984.0,3.83,1.95,9.06,21.91
2023-04-27,2559042.0,713945.0,55352825.0,1828952.0,81961977.0,23099555.0,1011822.0,3969831.0,13.0,108.0,1845097.0,3.33,2.23,7.92,25.49
2023-04-28,2751102.0,731915.0,59688053.0,1326916.0,84032654.0,25683797.0,1201608.0,3749078.0,11.0,111.0,2019187.0,3.38,1.58,5.17,32.05
2023-05-01,2762002.0,703664.0,58887324.0,1451978.0,80664468.0,21681641.0,827795.0,4387784.0,19.0,181.0,2058337.9,3.5,1.8,6.7,18.87
2023-05-02,2142483.0,708124.0,53321127.0,1312250.0,86978140.0,20516409.0,788668.0,3021281.0,13.0,109.0,1434359.0,2.69,1.51,6.4,26.1
2023-05-03,2658271.0,937477.0,52559272.0,1605409.0,94521816.0,20666165.0,1437685.0,3054189.0,12.0,165.0,1720793.9,3.27,1.7,7.77,47.07
2023-05-04,2984774.0,501542.0,52276106.0,1025559.0,91748768.0,22788363.0,1369927.0,3262093.0,11.0,124.0,2483232.0,4.75,1.12,4.5,42.0
2023-05-05,2214835.0,783821.0,56960534.0,1892027.0,93611312.0,24476321.0,1173620.0,4359231.0,26.0,171.0,1431014.1,2.51,2.02,7.73,26.92
2023-05-08,2401896.0,677804.0,57374592.0,1558030.0,83037099.0,23710388.0,1463429.0,4694979.0,29.0,156.0,1724092.0,3.0,1.88,6.57,31.17
2023-05-09,2084896.0,681415.0,56575716.0,1856101.0,92384217.0,23235192.0,1320307.0,4581469.0,22.0,145.0,1403481.0,2.48,2.01,7.99,28.82
2023-05-10,2477095.0,539081.0,52002324.0,1997703.0,84828426.0,21935090.0,1253091.0,3362462.0,14.0,140.0,1938014.1,3.73,2.35,9.11,37.27
